timestamp,parking_lot_id,latitude,longitude,capacity,occupancy,queue_length,vehicle_type,traffic,is_special_day
2016-10-07 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,103,2,car,2.0,0
2016-10-07 09:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,128,2,bike,2.0,0
2016-10-07 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,172,5,truck,9.0,0
2016-10-07 12:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,210,7,car,9.0,0
2016-10-07 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,206,7,bike,9.0,0
2016-10-07 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,200,7,car,9.0,0
2016-10-07 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,201,7,car,9.0,0
2016-10-07 15:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,172,2,truck,2.0,0
2016-10-07 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,2,cycle,2.0,0
2016-10-07 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,158,2,cycle,2.0,0
2016-10-07 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,132,2,car,2.0,0
2016-10-08 07:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,58,1,car,2.0,0
2016-10-08 08:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,75,1,truck,2.0,0
2016-10-08 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,104,2,car,2.0,0
2016-10-08 10:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,158,3,car,2.0,0
2016-10-08 12:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,306,7,car,9.0,0
2016-10-08 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,320,8,car,9.0,0
2016-10-08 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,348,7,car,9.0,0
2016-10-08 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,357,7,car,9.0,0
2016-10-08 16:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,381,2,car,2.0,0
2016-10-08 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,365,2,truck,2.0,0
2016-10-09 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,42,2,car,2.0,1
2016-10-09 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,42,2,bike,2.0,1
2016-10-09 09:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,43,2,car,2.0,1
2016-10-09 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,43,2,cycle,2.0,1
2016-10-09 10:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,64,5,cycle,9.0,1
2016-10-09 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,170,9,truck,9.0,1
2016-10-09 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,189,8,car,9.0,1
2016-10-09 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,205,9,bike,9.0,1
2016-10-09 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,208,7,cycle,9.0,1
2016-10-09 15:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,3,car,2.0,1
2016-10-09 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,180,3,car,2.0,1
2016-10-09 16:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,155,3,truck,2.0,1
2016-10-09 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,133,2,car,2.0,1
2016-10-10 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,54,1,bike,2.0,0
2016-10-10 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,56,1,truck,2.0,0
2016-10-10 09:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,65,1,car,2.0,0
2016-10-10 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,73,2,bike,2.0,0
2016-10-10 10:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,92,2,cycle,2.0,0
2016-10-10 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,6,car,9.0,0
2016-10-10 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,172,6,car,9.0,0
2016-10-10 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,161,5,car,9.0,0
2016-10-10 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,129,1,bike,2.0,0
2016-10-10 16:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,114,2,truck,2.0,0
2016-10-11 08:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,64,1,car,2.0,0
2016-10-11 08:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,74,1,truck,2.0,0
2016-10-11 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,93,2,bike,2.0,0
2016-10-11 12:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,225,7,car,9.0,0
2016-10-11 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,221,8,cycle,9.0,0
2016-10-11 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,217,6,cycle,9.0,0
2016-10-11 13:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,217,6,cycle,9.0,0
2016-10-11 15:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,2,bike,2.0,0
2016-10-11 15:33:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,2,car,2.0,0
2016-10-11 16:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,150,1,bike,2.0,0
2016-10-11 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,127,2,car,2.0,0
2016-10-12 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,51,1,bike,2.0,0
2016-10-12 08:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,2,car,2.0,0
2016-10-12 09:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,64,1,bike,2.0,0
2016-10-12 09:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,73,1,car,2.0,0
2016-10-12 12:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,143,6,car,9.0,0
2016-10-12 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,157,6,bike,9.0,0
2016-10-12 13:34:00,BHMBCCMKT01,26.14453614,91.73617216,577,164,6,car,9.0,0
2016-10-12 14:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,5,bike,9.0,0
2016-10-12 15:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,140,2,car,2.0,0
2016-10-12 15:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,128,2,truck,2.0,0
2016-10-12 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,121,2,car,2.0,0
2016-10-13 07:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,58,2,car,2.0,0
2016-10-13 08:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,65,1,car,2.0,0
2016-10-13 09:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,76,2,car,2.0,0
2016-10-13 09:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,97,2,cycle,2.0,0
2016-10-13 09:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,127,2,bike,2.0,0
2016-10-13 12:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,231,7,cycle,9.0,0
2016-10-13 13:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,214,6,car,9.0,0
2016-10-13 13:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,203,6,cycle,9.0,0
2016-10-13 15:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,162,2,car,2.0,0
2016-10-13 15:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,144,2,cycle,2.0,0
2016-10-13 16:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,132,2,car,2.0,0
2016-10-13 16:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,130,2,car,2.0,0
2016-10-14 08:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,53,1,car,2.0,0
2016-10-14 08:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,1,car,2.0,0
2016-10-14 09:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,100,2,car,2.0,0
2016-10-14 10:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,134,2,car,2.0,0
2016-10-14 10:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,157,3,car,2.0,0
2016-10-14 12:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,224,7,car,9.0,0
2016-10-14 13:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,205,6,truck,9.0,0
2016-10-14 13:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,201,7,car,9.0,0
2016-10-14 15:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,2,car,2.0,0
2016-10-14 15:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,161,2,bike,2.0,0
2016-10-14 16:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,138,1,car,2.0,0
2016-10-14 16:34:00,BHMBCCMKT01,26.14453614,91.73617216,577,134,2,car,2.0,0
2016-10-15 08:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,53,1,bike,2.0,0
2016-10-15 08:34:00,BHMBCCMKT01,26.14453614,91.73617216,577,63,1,car,2.0,0
2016-10-15 09:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,77,2,car,2.0,0
2016-10-15 09:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,101,2,car,2.0,0
2016-10-15 10:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,154,3,car,2.0,0
2016-10-15 10:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,3,car,2.0,0
2016-10-15 12:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,276,8,car,9.0,0
2016-10-15 12:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,297,8,car,9.0,0
2016-10-15 13:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,332,7,car,9.0,0
2016-10-15 13:34:00,BHMBCCMKT01,26.14453614,91.73617216,577,352,8,car,9.0,0
2016-10-15 14:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,391,6,car,9.0,0
2016-10-15 15:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,442,3,car,2.0,0
2016-10-15 15:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,428,3,bike,2.0,0
2016-10-15 16:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,412,2,car,2.0,0
2016-10-15 16:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,393,2,bike,2.0,0
2016-10-16 08:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,48,2,car,2.0,1
2016-10-16 08:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,48,2,bike,2.0,1
2016-10-16 09:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,55,2,car,2.0,1
2016-10-16 09:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,2,car,2.0,1
2016-10-16 10:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,4,car,2.0,1
2016-10-16 12:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,65,8,car,9.0,1
2016-10-16 12:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,105,9,bike,9.0,1
2016-10-16 13:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,131,8,car,9.0,1
2016-10-16 14:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,170,7,bike,9.0,1
2016-10-16 15:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,192,3,car,2.0,1
2016-10-16 15:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,185,3,bike,2.0,1
2016-10-16 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,173,3,cycle,2.0,1
2016-10-17 08:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,50,2,bike,2.0,0
2016-10-17 08:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,54,1,bike,2.0,0
2016-10-17 09:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,66,1,car,2.0,0
2016-10-17 09:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,76,2,truck,2.0,0
2016-10-17 10:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,119,5,bike,9.0,0
2016-10-17 11:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,144,6,car,9.0,0
2016-10-17 11:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,153,6,car,9.0,0
2016-10-17 12:04:00,BHMBCCMKT01,26.14453614,91.73617216,577,159,7,car,9.0,0
2016-10-17 12:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,154,7,car,9.0,0
2016-10-17 12:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,154,6,car,9.0,0
2016-10-17 13:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,157,6,bike,9.0,0
2016-10-17 14:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,147,4,car,9.0,0
2016-10-17 15:31:00,BHMBCCMKT01,26.14453614,91.73617216,577,121,2,bike,2.0,0
2016-10-17 15:57:00,BHMBCCMKT01,26.14453614,91.73617216,577,115,1,car,2.0,0
2016-10-17 16:28:00,BHMBCCMKT01,26.14453614,91.73617216,577,110,2,truck,2.0,0
2016-10-18 08:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,2,bike,2.0,0
2016-10-18 08:28:00,BHMBCCMKT01,26.14453614,91.73617216,577,60,2,car,2.0,0
2016-10-18 09:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,72,1,car,2.0,0
2016-10-18 09:28:00,BHMBCCMKT01,26.14453614,91.73617216,577,91,2,bike,2.0,0
2016-10-18 10:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,145,3,car,2.0,0
2016-10-18 10:28:00,BHMBCCMKT01,26.14453614,91.73617216,577,178,2,car,2.0,0
2016-10-18 12:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,231,7,cycle,9.0,0
2016-10-18 12:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,224,7,truck,9.0,0
2016-10-18 13:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,237,6,truck,9.0,0
2016-10-18 13:28:00,BHMBCCMKT01,26.14453614,91.73617216,577,227,6,car,9.0,0
2016-10-18 13:54:00,BHMBCCMKT01,26.14453614,91.73617216,577,226,6,bike,9.0,0
2016-10-18 15:01:00,BHMBCCMKT01,26.14453614,91.73617216,577,165,3,car,2.0,0
2016-10-18 15:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,157,2,cycle,2.0,0
2016-10-18 15:55:00,BHMBCCMKT01,26.14453614,91.73617216,577,149,2,car,2.0,0
2016-10-18 16:27:00,BHMBCCMKT01,26.14453614,91.73617216,577,124,2,car,2.0,0
2016-10-19 08:05:00,BHMBCCMKT01,26.14453614,91.73617216,577,49,2,car,2.0,0
2016-10-19 08:25:00,BHMBCCMKT01,26.14453614,91.73617216,577,51,1,car,2.0,0
2016-10-19 08:58:00,BHMBCCMKT01,26.14453614,91.73617216,577,59,2,car,2.0,0
2016-10-19 09:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,76,2,bike,2.0,0
2016-10-19 09:58:00,BHMBCCMKT01,26.14453614,91.73617216,577,105,2,car,2.0,0
2016-10-19 10:25:00,BHMBCCMKT01,26.14453614,91.73617216,577,135,3,car,2.0,0
2016-10-19 11:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,181,6,car,9.0,0
2016-10-19 12:25:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,7,cycle,9.0,0
2016-10-19 12:58:00,BHMBCCMKT01,26.14453614,91.73617216,577,165,7,car,9.0,0
2016-10-19 13:25:00,BHMBCCMKT01,26.14453614,91.73617216,577,167,6,bike,9.0,0
2016-10-19 15:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,127,1,car,2.0,0
2016-10-19 15:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,117,2,bike,2.0,0
2016-10-19 16:25:00,BHMBCCMKT01,26.14453614,91.73617216,577,110,2,car,2.0,0
2016-10-22 08:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,72,1,truck,2.0,0
2016-10-22 09:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,93,2,car,2.0,0
2016-10-22 09:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,130,2,car,2.0,0
2016-10-22 10:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,156,3,car,2.0,0
2016-10-22 12:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,324,8,car,9.0,0
2016-10-22 12:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,359,8,car,9.0,0
2016-10-22 13:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,380,7,cycle,9.0,0
2016-10-22 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,403,3,car,2.0,0
2016-10-22 15:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,384,2,car,2.0,0
2016-10-22 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,340,2,car,2.0,0
2016-10-23 07:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,47,2,car,2.0,1
2016-10-23 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,48,2,bike,2.0,1
2016-10-23 10:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,60,3,car,2.0,1
2016-10-23 12:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,144,9,cycle,9.0,1
2016-10-23 13:06:00,BHMBCCMKT01,26.14453614,91.73617216,577,175,9,truck,9.0,1
2016-10-23 13:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,192,9,bike,9.0,1
2016-10-23 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,215,3,truck,2.0,1
2016-10-23 15:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,179,3,car,2.0,1
2016-10-23 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,150,3,car,2.0,1
2016-10-24 07:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,47,1,car,2.0,0
2016-10-24 08:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,55,1,car,2.0,0
2016-10-24 09:03:00,BHMBCCMKT01,26.14453614,91.73617216,577,62,2,car,2.0,0
2016-10-24 09:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,73,2,truck,2.0,0
2016-10-24 12:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,173,7,bike,9.0,0
2016-10-24 12:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,191,7,truck,9.0,0
2016-10-24 12:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,198,7,car,9.0,0
2016-10-24 13:30:00,BHMBCCMKT01,26.14453614,91.73617216,577,208,6,car,9.0,0
2016-10-24 15:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,209,2,car,2.0,0
2016-10-24 16:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,192,1,car,2.0,0
2016-10-25 08:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,54,1,bike,2.0,0
2016-10-25 08:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,55,1,car,2.0,0
2016-10-25 09:00:00,BHMBCCMKT01,26.14453614,91.73617216,577,82,2,truck,2.0,0
2016-10-25 09:19:00,BHMBCCMKT01,26.14453614,91.73617216,577,95,2,car,2.0,0
2016-10-25 09:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,129,1,car,2.0,0
2016-10-25 10:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,173,2,car,2.0,0
2016-10-25 12:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,290,8,bike,9.0,0
2016-10-25 12:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,303,8,car,9.0,0
2016-10-25 13:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,345,7,car,9.0,0
2016-10-25 15:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,302,2,bike,2.0,0
2016-10-25 15:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,273,2,cycle,2.0,0
2016-10-25 16:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,226,2,car,2.0,0
2016-10-26 07:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,56,1,bike,2.0,0
2016-10-26 08:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,63,2,truck,2.0,0
2016-10-26 08:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,70,1,car,2.0,0
2016-10-26 09:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,108,2,car,2.0,0
2016-10-26 10:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,125,2,bike,2.0,0
2016-10-26 12:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,205,7,bike,9.0,0
2016-10-26 12:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,231,7,cycle,9.0,0
2016-10-26 13:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,244,7,car,9.0,0
2016-10-26 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,238,2,cycle,2.0,0
2016-10-26 15:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,212,2,bike,2.0,0
2016-10-26 16:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,180,2,car,2.0,0
2016-10-27 07:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,54,2,cycle,2.0,0
2016-10-27 08:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,69,1,car,2.0,0
2016-10-27 09:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,90,2,car,2.0,0
2016-10-27 11:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,207,7,cycle,9.0,0
2016-10-27 12:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,222,8,car,9.0,0
2016-10-27 13:32:00,BHMBCCMKT01,26.14453614,91.73617216,577,271,7,car,9.0,0
2016-10-27 15:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,263,3,car,2.0,0
2016-10-27 15:59:00,BHMBCCMKT01,26.14453614,91.73617216,577,241,3,car,2.0,0
2016-10-27 16:26:00,BHMBCCMKT01,26.14453614,91.73617216,577,225,2,truck,2.0,0
2016-10-28 08:16:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,1,car,2.0,0
2016-10-28 08:16:00,BHMBCCMKT01,26.14453614,91.73617216,577,57,2,car,2.0,0
2016-10-28 08:56:00,BHMBCCMKT01,26.14453614,91.73617216,577,69,1,car,2.0,0
2016-10-28 09:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,99,2,bike,2.0,0
2016-10-28 10:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,135,2,car,2.0,0
2016-10-28 10:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,171,3,car,2.0,0
2016-10-28 12:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,269,8,car,9.0,0
2016-10-28 13:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,266,6,car,9.0,0
2016-10-28 13:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,275,7,car,9.0,0
2016-10-28 14:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,296,5,bike,9.0,0
2016-10-28 14:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,290,5,car,9.0,0
2016-10-28 15:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,282,2,cycle,2.0,0
2016-10-28 15:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,269,2,car,2.0,0
2016-10-28 16:02:00,BHMBCCMKT01,26.14453614,91.73617216,577,256,1,car,2.0,0
2016-10-28 16:29:00,BHMBCCMKT01,26.14453614,91.73617216,577,220,2,car,2.0,0
